cdr_id,msisdn,service_type,usage_volume,timestamp,site_id
TXN_000049,628174584702,Data,481.2333424278716,2022-01-01 00:48:00,SITE_71
TXN_000050,628178281369,Data,499.35217272053,2022-01-01 00:49:00,SITE_7
TXN_000051,628173299435,Data,215.87014355630774,2022-01-01 00:50:00,SITE_50
TXN_000052,628179585377,Interconnection,272.58886599918986,2022-01-01 00:51:00,SITE_46
TXN_000053,628173658505,Data,170.5355339160897,2022-01-01 00:52:00,SITE_96
TXN_000054,628172271741,Interconnection,718.7417181448436,2022-01-01 00:53:00,SITE_72
TXN_000055,628174769315,Data,770.3189422228278,2022-01-01 00:54:00,SITE_76
TXN_000056,628172046797,Voice,462.86616896182335,2022-01-01 00:55:00,SITE_74
TXN_000057,628174047262,Data,714.3729356623325,2022-01-01 00:56:00,SITE_14
TXN_000058,628171564685,Data,736.199456545508,2022-01-01 00:57:00,SITE_73
TXN_000059,628173879190,Data,139.1372521501308,2022-01-01 00:58:00,SITE_94
TXN_000060,628176596411,Voice,966.2118468097023,2022-01-01 00:59:00,SITE_69
TXN_000061,628172007293,Interconnection,821.2109151493346,2022-01-01 01:00:00,SITE_65
TXN_000062,628175774183,Roaming,205.2789777346277,2022-01-01 01:01:00,SITE_65
TXN_000063,628174366612,Roaming,186.97887071032417,2022-01-01 01:02:00,SITE_57
TXN_000064,628179411855,Voice,126.53548443400317,2022-01-01 01:03:00,SITE_62
TXN_000065,628176267180,Voice,139.24018397937647,2022-01-01 01:04:00,SITE_20
TXN_000066,628178807313,Voice,748.4136372296675,2022-01-01 01:05:00,SITE_75
TXN_000067,628173704238,Roaming,470.1846026946719,2022-01-01 01:06:00,SITE_26
TXN_000068,628173630708,Interconnection,783.1512385671274,2022-01-01 01:07:00,SITE_44
TXN_000069,628174494679,Data,746.5086394558552,2022-01-01 01:08:00,SITE_67
TXN_000070,628176517209,Voice,605.0081007917164,2022-01-01 01:09:00,SITE_70
TXN_000071,628172767640,Data,686.6802399721008,2022-01-01 01:10:00,SITE_62
TXN_000072,628177723771,Data,19.33736865476265,2022-01-01 01:11:00,SITE_45
TXN_000073,628172285160,Data,312.46586915821695,2022-01-01 01:12:00,SITE_11
TXN_000074,628177080526,SMS,638.1843570801508,2022-01-01 01:13:00,SITE_72
TXN_000075,628176173036,Roaming,10.335608532757956,2022-01-01 01:14:00,SITE_93
TXN_000076,628172425472,Voice,33.94396673891082,2022-01-01 01:15:00,SITE_74
TXN_000077,628171048984,Voice,852.0360944879128,2022-01-01 01:16:00,SITE_34
TXN_000078,628177556168,Interconnection,684.3408368303797,2022-01-01 01:17:00,SITE_88
TXN_000079,628172504384,Data,266.1043633872236,2022-01-01 01:18:00,SITE_46
TXN_000080,628173230919,Voice,688.2748772785903,2022-01-01 01:19:00,SITE_81
TXN_000081,628177940119,Voice,792.664212470124,2022-01-01 01:20:00,SITE_32
TXN_000082,628172737095,Voice,307.4874888269912,2022-01-01 01:21:00,SITE_75
TXN_000083,628175780450,Data,37.001340121688266,2022-01-01 01:22:00,SITE_98
TXN_000084,628178469344,Roaming,932.8463455630467,2022-01-01 01:23:00,SITE_88
TXN_000085,628173109818,Data,345.83465845733485,2022-01-01 01:24:00,SITE_5
TXN_000086,628173231785,Data,107.37528152142167,2022-01-01 01:25:00,SITE_63
TXN_000087,628174853339,SMS,492.36501452175423,2022-01-01 01:26:00,SITE_29
TXN_000088,628171996107,Data,768.6993278684697,2022-01-01 01:27:00,SITE_48
TXN_000089,628178130144,Roaming,222.4256673029416,2022-01-01 01:28:00,SITE_98
TXN_000090,628175545583,Roaming,270.22056008323,2022-01-01 01:29:00,SITE_16
TXN_000091,628174747389,Voice,243.4722718117846,2022-01-01 01:30:00,SITE_25
TXN_000092,628175142807,Roaming,991.6813797788465,2022-01-01 01:31:00,SITE_72
TXN_000093,628178988004,Data,198.206329996812,2022-01-01 01:32:00,SITE_29
TXN_000094,628177245035,Interconnection,575.9446967491579,2022-01-01 01:33:00,SITE_52
TXN_000095,628174602279,Data,925.3393770153074,2022-01-01 01:34:00,SITE_46
TXN_000096,628176515989,Interconnection,147.74967230890147,2022-01-01 01:35:00,SITE_25
TXN_000097,628173121690,Roaming,970.8833436698325,2022-01-01 01:36:00,SITE_23
TXN_000098,628171491234,Data,947.529757161229,2022-01-01 01:37:00,SITE_34
TXN_000099,628176401218,Data,884.6874150712043,2022-01-01 01:38:00,SITE_67
TXN_000100,628177914550,Interconnection,215.34196480867226,2022-01-01 01:39:00,SITE_94
TXN_000101,628177167294,Roaming,634.4210009549723,2022-01-01 01:40:00,SITE_34
TXN_000102,628177906726,Voice,761.130581488279,2022-01-01 01:41:00,SITE_32
TXN_000103,628176888794,Roaming,986.0419002682332,2022-01-01 01:42:00,SITE_29
TXN_000104,628178558158,Data,181.24339825928905,2022-01-01 01:43:00,SITE_9
TXN_000105,628177510425,Voice,766.2598736197772,2022-01-01 01:44:00,SITE_66
TXN_000106,628179511017,Data,339.46236875718586,2022-01-01 01:45:00,SITE_57
TXN_000107,628178887739,Data,176.45083910243432,2022-01-01 01:46:00,SITE_39
TXN_000108,628171769598,Roaming,421.9555642726411,2022-01-01 01:47:00,SITE_7
TXN_000109,628176292895,Data,794.0420762364678,2022-01-01 01:48:00,SITE_69
TXN_000110,628178971379,Roaming,465.3849539003481,2022-01-01 01:49:00,SITE_8
TXN_000111,628174331068,Voice,537.9855771028455,2022-01-01 01:50:00,SITE_96
TXN_000112,628174256415,Data,995.1642507899211,2022-01-01 01:51:00,SITE_18
TXN_000113,628171874371,Data,399.7101902578686,2022-01-01 01:52:00,SITE_82
TXN_000114,628176654237,Data,615.7853539545306,2022-01-01 01:53:00,SITE_49
TXN_000115,628171973548,Voice,365.8789574137565,2022-01-01 01:54:00,SITE_16
TXN_000116,628174344014,Voice,393.39286068237624,2022-01-01 01:55:00,SITE_21
TXN_000117,628178064746,Data,695.9451126919627,2022-01-01 01:56:00,SITE_10
TXN_000118,628177216204,Data,937.9490891187886,2022-01-01 01:57:00,SITE_4
TXN_000119,628176193542,Data,542.8165915418291,2022-01-01 01:58:00,SITE_44
TXN_000120,628173959034,Data,768.6315290198311,2022-01-01 01:59:00,SITE_8
TXN_000121,628175574293,Roaming,90.11735225814685,2022-01-01 02:00:00,SITE_55
TXN_000122,628177706971,Interconnection,211.94687939449503,2022-01-01 02:01:00,SITE_19
TXN_000123,628171043585,Data,502.6295092786129,2022-01-01 02:02:00,SITE_64
TXN_000124,628173539448,Data,20.991711905146015,2022-01-01 02:03:00,SITE_40
TXN_000125,628171109556,Voice,253.60212378379623,2022-01-01 02:04:00,SITE_51
TXN_000126,628172575557,Interconnection,517.8838885351412,2022-01-01 02:05:00,SITE_9
TXN_000127,628179306461,Voice,15.94623705804441,2022-01-01 02:06:00,SITE_30
TXN_000128,628173009021,Data,265.2817399398157,2022-01-01 02:07:00,SITE_56
TXN_000129,628172201482,Data,514.5167886563936,2022-01-01 02:08:00,SITE_81
TXN_000130,628171542335,Data,573.5760987332644,2022-01-01 02:09:00,SITE_44
TXN_000131,628175270070,Voice,925.8259413622502,2022-01-01 02:10:00,SITE_59
TXN_000132,628177700379,Roaming,645.7002776273572,2022-01-01 02:11:00,SITE_15
TXN_000133,628174560920,Voice,415.32106672746374,2022-01-01 02:12:00,SITE_68
TXN_000134,628177860006,SMS,930.4208259559348,2022-01-01 02:13:00,SITE_70
TXN_000135,628173484413,Voice,785.0981004044065,2022-01-01 02:14:00,SITE_61
TXN_000136,628173907360,Voice,200.80891219163485,2022-01-01 02:15:00,SITE_80
TXN_000137,628176895544,Interconnection,131.71151898747095,2022-01-01 02:16:00,SITE_90
TXN_000138,628176697469,Voice,676.1358241069902,2022-01-01 02:17:00,SITE_23
TXN_000139,628173235000,Roaming,560.3232824114068,2022-01-01 02:18:00,SITE_77
TXN_000140,628177908531,Data,789.8839401789629,2022-01-01 02:19:00,SITE_47
TXN_000141,628175322252,Voice,739.0662450286078,2022-01-01 02:20:00,SITE_17
TXN_000142,628176822184,Interconnection,625.5863223236576,2022-01-01 02:21:00,SITE_57
TXN_000143,628171402690,Data,986.3957894572633,2022-01-01 02:22:00,SITE_54
TXN_000144,628173548421,Roaming,534.0561403802983,2022-01-01 02:23:00,SITE_91
TXN_000145,628172954109,Voice,113.99265074521811,2022-01-01 02:24:00,SITE_52
TXN_000146,628175422880,Roaming,828.4452912511723,2022-01-01 02:25:00,SITE_22
TXN_000147,628178205547,Voice,252.6015089833633,2022-01-01 02:26:00,SITE_83
TXN_000148,628179323735,Data,777.5248459957744,2022-01-01 02:27:00,SITE_39
TXN_000149,628177457294,Roaming,957.1499889040514,2022-01-01 02:28:00,SITE_99
TXN_000150,628172384250,Interconnection,697.098718450377,2022-01-01 02:29:00,SITE_13
TXN_000151,628171061087,Interconnection,596.4341307888513,2022-01-01 02:30:00,SITE_78
TXN_000152,628177409907,Roaming,460.9257894993655,2022-01-01 02:31:00,SITE_95
TXN_000153,628172496176,Roaming,365.04545612940785,2022-01-01 02:32:00,SITE_66
TXN_000154,628171039353,Voice,353.6517462208644,2022-01-01 02:33:00,SITE_52
TXN_000155,628177484531,Data,636.736333003881,2022-01-01 02:34:00,SITE_14
TXN_000156,628174360011,Data,751.5218438208082,2022-01-01 02:35:00,SITE_73
TXN_000157,628178654909,Data,678.83855241493,2022-01-01 02:36:00,SITE_74
TXN_000158,628175259622,Data,199.21169109236916,2022-01-01 02:37:00,SITE_63
TXN_000159,628175959617,Data,494.4931929633477,2022-01-01 02:38:00,SITE_71
TXN_000160,628176725570,Voice,791.8484321108799,2022-01-01 02:39:00,SITE_28
TXN_000161,628171416880,SMS,476.2283741108672,2022-01-01 02:40:00,SITE_89
TXN_000162,628178072695,Voice,537.0866564557583,2022-01-01 02:41:00,SITE_46
TXN_000163,628178433296,Data,771.3649121226513,2022-01-01 02:42:00,SITE_28
TXN_000164,628175965050,Data,661.6040409588264,2022-01-01 02:43:00,SITE_2
TXN_000165,628171813168,Roaming,409.9355759615102,2022-01-01 02:44:00,SITE_17
TXN_000166,628171225281,Roaming,895.5172984830248,2022-01-01 02:45:00,SITE_59
TXN_000167,628174782875,SMS,163.40450159481512,2022-01-01 02:46:00,SITE_52
TXN_000168,628173995765,Voice,995.5209321417344,2022-01-01 02:47:00,SITE_4
TXN_000169,628178734102,Data,119.73372589776096,2022-01-01 02:48:00,SITE_77
TXN_000170,628176595108,Voice,15.935021133134663,2022-01-01 02:49:00,SITE_82
TXN_000171,628176674719,Data,890.1288822476159,2022-01-01 02:50:00,SITE_3
TXN_000172,628179658144,Data,245.70855485759012,2022-01-01 02:51:00,SITE_37
TXN_000173,628177609280,Voice,729.9699278192742,2022-01-01 02:52:00,SITE_97
TXN_000174,628176500306,Data,811.2043595571373,2022-01-01 02:53:00,SITE_24
TXN_000175,628175372093,Interconnection,859.1274046410847,2022-01-01 02:54:00,SITE_72
TXN_000176,628172561729,Interconnection,991.6026414285026,2022-01-01 02:55:00,SITE_35
TXN_000177,628176031595,Data,294.74567032995907,2022-01-01 02:56:00,SITE_2
TXN_000178,628176478047,Voice,710.5330985853319,2022-01-01 02:57:00,SITE_33
TXN_000179,628172119043,Voice,116.28445842254739,2022-01-01 02:58:00,SITE_76
TXN_000180,628178103230,Data,407.40248206549256,2022-01-01 02:59:00,SITE_86
TXN_000181,628173558231,Interconnection,848.1237216192778,2022-01-01 03:00:00,SITE_77
TXN_000182,628177659908,Voice,368.2903880130492,2022-01-01 03:01:00,SITE_10
TXN_000183,628174080389,Roaming,591.5042851550785,2022-01-01 03:02:00,SITE_81
TXN_000184,628172661909,Voice,504.26967028090945,2022-01-01 03:03:00,SITE_62
TXN_000185,628173656138,Interconnection,646.305579580933,2022-01-01 03:04:00,SITE_43
TXN_000186,628171110078,Data,972.9214949983073,2022-01-01 03:05:00,SITE_69
TXN_000187,628172915631,Roaming,56.67979097490072,2022-01-01 03:06:00,SITE_59
TXN_000188,628177314127,Data,574.3875559841281,2022-01-01 03:07:00,SITE_9
TXN_000189,628173008187,SMS,863.1657504710345,2022-01-01 03:08:00,SITE_77
TXN_000190,628172659066,Voice,481.9013290366791,2022-01-01 03:09:00,SITE_60
TXN_000191,628173148815,Voice,79.44865875563124,2022-01-01 03:10:00,SITE_63
TXN_000192,628178355740,Interconnection,560.9788130643541,2022-01-01 03:11:00,SITE_52
TXN_000193,628175506259,Interconnection,332.74181693299664,2022-01-01 03:12:00,SITE_23
TXN_000194,628178473915,Roaming,155.78684355259796,2022-01-01 03:13:00,SITE_30
TXN_000195,628178658426,SMS,849.1854787701895,2022-01-01 03:14:00,SITE_43
TXN_000196,628177404003,Roaming,522.0779134781305,2022-01-01 03:15:00,SITE_68
TXN_000197,628175135314,Voice,933.3431359666876,2022-01-01 03:16:00,SITE_21
TXN_000198,628171910681,Data,806.210488098466,2022-01-01 03:17:00,SITE_43
TXN_000199,628172607618,Data,693.2788219798937,2022-01-01 03:18:00,SITE_73
TXN_000200,628174896830,SMS,6.020477861946622,2022-01-01 03:19:00,SITE_7
TXN_000201,628175336787,Data,428.3956331816117,2022-01-01 03:20:00,SITE_16
TXN_000202,628173755423,Voice,198.28879537038026,2022-01-01 03:21:00,SITE_23
TXN_000203,628171071295,Data,910.8871131378189,2022-01-01 03:22:00,SITE_58
TXN_000204,628178613287,Roaming,175.4094006916839,2022-01-01 03:23:00,SITE_87
TXN_000205,628174445376,Data,286.7739916076262,2022-01-01 03:24:00,SITE_31
TXN_000206,628176251035,Voice,517.3199309667647,2022-01-01 03:25:00,SITE_69
TXN_000207,628174612600,Voice,264.10025537908115,2022-01-01 03:26:00,SITE_6
TXN_000208,628171825816,Data,210.65481260184205,2022-01-01 03:27:00,SITE_65
TXN_000209,628179763313,Data,599.5002257776497,2022-01-01 03:28:00,SITE_59
TXN_000210,628173026793,SMS,89.84059323226883,2022-01-01 03:29:00,SITE_28
TXN_000211,628171554594,SMS,59.1095909622038,2022-01-01 03:30:00,SITE_18
TXN_000212,628179536326,SMS,372.87304989088534,2022-01-01 03:31:00,SITE_88
TXN_000213,628174504473,Data,720.9437900533544,2022-01-01 03:32:00,SITE_77
TXN_000214,628178299695,Roaming,555.251951515674,2022-01-01 03:33:00,SITE_97
TXN_000215,628173204664,Data,423.45359199831205,2022-01-01 03:34:00,SITE_10
TXN_000216,628175341747,Data,566.1858126603578,2022-01-01 03:35:00,SITE_7
TXN_000217,628171686976,Roaming,366.0860331686203,2022-01-01 03:36:00,SITE_37
TXN_000218,628173472189,Voice,936.2101890966808,2022-01-01 03:37:00,SITE_96
TXN_000219,628179506404,Voice,55.84998601986356,2022-01-01 03:38:00,SITE_45
TXN_000220,628172241082,Roaming,673.7180875508054,2022-01-01 03:39:00,SITE_86
TXN_000221,628176184502,Data,891.3913821629228,2022-01-01 03:40:00,SITE_16
TXN_000222,628177561000,SMS,804.0808240265181,2022-01-01 03:41:00,SITE_88
TXN_000223,628177671458,Voice,184.85699378662528,2022-01-01 03:42:00,SITE_14
TXN_000224,628175892306,SMS,296.6304226313081,2022-01-01 03:43:00,SITE_11
TXN_000225,628174674515,Data,717.3308907683976,2022-01-01 03:44:00,SITE_83
TXN_000226,628172579159,Voice,85.18628862158477,2022-01-01 03:45:00,SITE_87
TXN_000227,628175515488,SMS,812.0498381327515,2022-01-01 03:46:00,SITE_34
TXN_000228,628177041495,Data,719.1880376601855,2022-01-01 03:47:00,SITE_60
TXN_000229,628179767088,Data,729.8770425861072,2022-01-01 03:48:00,SITE_13
TXN_000230,628177324167,Voice,101.1411288973238,2022-01-01 03:49:00,SITE_39
TXN_000231,628171791971,Voice,718.0427842714146,2022-01-01 03:50:00,SITE_44
TXN_000232,628171501157,Data,680.13830709475,2022-01-01 03:51:00,SITE_28
TXN_000233,628175378727,Voice,831.0915683310287,2022-01-01 03:52:00,SITE_40
TXN_000234,628175124499,Interconnection,42.554360300213034,2022-01-01 03:53:00,SITE_16
TXN_000235,628176946594,Voice,24.0875577993244,2022-01-01 03:54:00,SITE_50
TXN_000236,628176106799,Data,373.63409277868215,2022-01-01 03:55:00,SITE_28
TXN_000237,628175327576,Voice,149.63949556530372,2022-01-01 03:56:00,SITE_68
TXN_000238,628175962140,Data,558.8260930926517,2022-01-01 03:57:00,SITE_92
TXN_000239,628173799487,Interconnection,917.4315526052421,2022-01-01 03:58:00,SITE_60
TXN_000240,628173904941,Voice,392.08825060368173,2022-01-01 03:59:00,SITE_12
TXN_000241,628178983441,Interconnection,845.1054268953316,2022-01-01 04:00:00,SITE_16
TXN_000242,628176320385,Data,1.2406336433486076,2022-01-01 04:01:00,SITE_53
TXN_000243,628173100021,Roaming,169.34612881572502,2022-01-01 04:02:00,SITE_54
TXN_000244,628177928040,Data,31.393116114431532,2022-01-01 04:03:00,SITE_49
TXN_000245,628171618467,Roaming,328.8190333345536,2022-01-01 04:04:00,SITE_36
TXN_000246,628176333152,Data,908.2814061008063,2022-01-01 04:05:00,SITE_62
TXN_000247,628178328141,Data,97.85517147538876,2022-01-01 04:06:00,SITE_84
TXN_000248,628176072148,Voice,606.8033669670566,2022-01-01 04:07:00,SITE_26
TXN_000249,628172707923,Voice,452.0444431803247,2022-01-01 04:08:00,SITE_56
TXN_000250,628176134207,Interconnection,938.5297441534467,2022-01-01 04:09:00,SITE_90
TXN_000251,628179516999,Data,123.39662339455674,2022-01-01 04:10:00,SITE_22
TXN_000252,628177730886,Data,212.8158226517267,2022-01-01 04:11:00,SITE_73
TXN_000253,628176853584,Roaming,30.51242664288178,2022-01-01 04:12:00,SITE_69
TXN_000254,628179170528,Data,434.50131438174236,2022-01-01 04:13:00,SITE_81
TXN_000255,628175301754,Interconnection,278.5550666650896,2022-01-01 04:14:00,SITE_49
TXN_000256,628173269042,Roaming,870.0360279564305,2022-01-01 04:15:00,SITE_98
TXN_000257,628172983509,Data,605.3358723845573,2022-01-01 04:16:00,SITE_2
TXN_000258,628178740141,Roaming,614.476647237726,2022-01-01 04:17:00,SITE_53
TXN_000259,628171116381,Voice,532.3787861844212,2022-01-01 04:18:00,SITE_7
TXN_000260,628172521701,Data,92.7584868919718,2022-01-01 04:19:00,SITE_77
TXN_000261,628177105525,Data,445.5736650416299,2022-01-01 04:20:00,SITE_20
TXN_000262,628174438618,Data,999.505684518808,2022-01-01 04:21:00,SITE_94
TXN_000263,628178913697,Roaming,835.3940615551688,2022-01-01 04:22:00,SITE_30
TXN_000264,628173457184,Interconnection,893.5655951129488,2022-01-01 04:23:00,SITE_75
TXN_000265,628175103022,Data,823.4031328872529,2022-01-01 04:24:00,SITE_95
TXN_000266,628172418175,Data,103.9386517375517,2022-01-01 04:25:00,SITE_67
TXN_000267,628174806688,Interconnection,228.22080581073482,2022-01-01 04:26:00,SITE_59
TXN_000268,628178265795,Data,4.118529705053217,2022-01-01 04:27:00,SITE_66
TXN_000269,628174772962,Data,304.20661475323334,2022-01-01 04:28:00,SITE_3
TXN_000270,628175041776,Data,109.49879494414608,2022-01-01 04:29:00,SITE_56
TXN_000271,628173727423,Interconnection,473.3205519562814,2022-01-01 04:30:00,SITE_79
TXN_000272,628176709840,Data,677.450361085328,2022-01-01 04:31:00,SITE_17
TXN_000273,628176130397,Roaming,874.630789743039,2022-01-01 04:32:00,SITE_52
TXN_000274,628174451356,Roaming,749.4679479258073,2022-01-01 04:33:00,SITE_7
TXN_000275,628174444084,Data,938.6470101827267,2022-01-01 04:34:00,SITE_5
TXN_000276,628173927109,Data,54.84439210339501,2022-01-01 04:35:00,SITE_98
TXN_000277,628177979451,Roaming,13.1676555811249,2022-01-01 04:36:00,SITE_97
TXN_000278,628179519981,Data,661.6767757223764,2022-01-01 04:37:00,SITE_54
TXN_000279,628178778484,Roaming,290.063057812024,2022-01-01 04:38:00,SITE_61
TXN_000280,628179503902,Interconnection,254.24751508966736,2022-01-01 04:39:00,SITE_16
TXN_000281,628177214624,SMS,331.55620060610045,2022-01-01 04:40:00,SITE_67
TXN_000282,628175842611,Roaming,270.5262618344718,2022-01-01 04:41:00,SITE_59
TXN_000283,628177357182,Roaming,511.9249698952857,2022-01-01 04:42:00,SITE_47
TXN_000284,628175335868,Roaming,440.70829877690835,2022-01-01 04:43:00,SITE_48
TXN_000285,628173215167,Data,512.9161228252797,2022-01-01 04:44:00,SITE_64
TXN_000286,628174886402,Voice,673.0408978889358,2022-01-01 04:45:00,SITE_50
TXN_000287,628177545535,Data,387.7433784621772,2022-01-01 04:46:00,SITE_85
TXN_000288,628177842385,SMS,252.05637945501462,2022-01-01 04:47:00,SITE_41
TXN_000289,628171688105,Data,167.03433627193672,2022-01-01 04:48:00,SITE_72
TXN_000290,628172989173,Roaming,350.1246454130929,2022-01-01 04:49:00,SITE_22
TXN_000291,628174080761,Data,742.0646687709259,2022-01-01 04:50:00,SITE_54
TXN_000292,628172414466,SMS,756.9482052013581,2022-01-01 04:51:00,SITE_5
TXN_000293,628171445101,Voice,667.238481297526,2022-01-01 04:52:00,SITE_17
TXN_000294,628179106609,Roaming,234.7941471315677,2022-01-01 04:53:00,SITE_78
TXN_000295,628178413023,Data,588.498159608843,2022-01-01 04:54:00,SITE_41
TXN_000296,628178613269,Data,571.1189719152711,2022-01-01 04:55:00,SITE_92
TXN_000297,628172105534,Data,484.78193191161574,2022-01-01 04:56:00,SITE_95
TXN_000298,628175353127,Roaming,550.4290073974804,2022-01-01 04:57:00,SITE_81
TXN_000299,628178315360,Data,492.2988419910444,2022-01-01 04:58:00,SITE_35
TXN_000300,628179073461,Data,565.8909097080341,2022-01-01 04:59:00,SITE_40
TXN_000301,628171498863,Interconnection,715.7904486665076,2022-01-01 05:00:00,SITE_22
TXN_000302,628179756262,Roaming,110.5185662090363,2022-01-01 05:01:00,SITE_48
TXN_000303,628173676188,Interconnection,749.8761263968747,2022-01-01 05:02:00,SITE_53
TXN_000304,628174295990,Data,136.7502639774666,2022-01-01 05:03:00,SITE_93
TXN_000305,628178782937,Data,67.56137041196432,2022-01-01 05:04:00,SITE_10
TXN_000306,628177526818,Roaming,976.1036065352461,2022-01-01 05:05:00,SITE_18
TXN_000307,628176491590,Data,957.034777101571,2022-01-01 05:06:00,SITE_99
TXN_000308,628177512440,Roaming,61.37610839562349,2022-01-01 05:07:00,SITE_80
TXN_000309,628177099628,Data,443.8101880334872,2022-01-01 05:08:00,SITE_49
TXN_000310,628177555968,Data,187.05869336147495,2022-01-01 05:09:00,SITE_71
TXN_000311,628173699015,Voice,485.85955223728365,2022-01-01 05:10:00,SITE_30
TXN_000312,628179837590,Data,830.3470657565878,2022-01-01 05:11:00,SITE_19
TXN_000313,628172172622,Voice,950.6611629681473,2022-01-01 05:12:00,SITE_55
TXN_000314,628173503771,Voice,634.6184007980859,2022-01-01 05:13:00,SITE_60
TXN_000315,628174177825,Interconnection,354.5517615446052,2022-01-01 05:14:00,SITE_87
TXN_000316,628171996161,Data,603.7222400789537,2022-01-01 05:15:00,SITE_72
TXN_000317,628175183839,SMS,312.6893048023419,2022-01-01 05:16:00,SITE_81
TXN_000318,628171666326,Roaming,909.9138171912283,2022-01-01 05:17:00,SITE_21
TXN_000319,628171649150,Data,870.5300626427311,2022-01-01 05:18:00,SITE_26
TXN_000320,628174375957,Voice,558.6735185293813,2022-01-01 05:19:00,SITE_28
TXN_000321,628171118834,Roaming,325.47411646498017,2022-01-01 05:20:00,SITE_39
TXN_000322,628174239576,SMS,294.0962859073954,2022-01-01 05:21:00,SITE_33
TXN_000323,628176893309,Roaming,34.3845767103544,2022-01-01 05:22:00,SITE_40
TXN_000324,628176948540,Roaming,816.0050301742699,2022-01-01 05:23:00,SITE_83
