cdr_id,msisdn,service_type,usage_volume,timestamp,site_id,billed_amount,billing_status,potential_loss
TXN_000046,628176558019,Data,859.8058821188087,2022-01-01 00:45:00,SITE_72,42990.29410594043,Billed,0.0
TXN_000047,628176414709,Data,258.4974604124816,2022-01-01 00:46:00,SITE_78,12924.873020624076,Billed,0.0
TXN_000048,628171271836,Roaming,227.2031754825624,2022-01-01 00:47:00,SITE_61,,Unbilled,34080.476322384355
TXN_000049,628174584702,Data,481.2333424278716,2022-01-01 00:48:00,SITE_71,24061.66712139358,Billed,0.0
TXN_000050,628178281369,Data,499.35217272053,2022-01-01 00:49:00,SITE_7,,Unbilled,24967.6086360265
TXN_000051,628173299435,Data,215.8701435563077,2022-01-01 00:50:00,SITE_50,10793.507177815389,Billed,0.0
TXN_000052,628179585377,Interconnection,272.58886599918986,2022-01-01 00:51:00,SITE_46,13629.443299959494,Billed,0.0
TXN_000053,628173658505,Data,170.5355339160897,2022-01-01 00:52:00,SITE_96,8526.776695804485,Billed,0.0
TXN_000054,628172271741,Interconnection,718.7417181448436,2022-01-01 00:53:00,SITE_72,35937.08590724218,Billed,0.0
TXN_000055,628174769315,Data,770.3189422228278,2022-01-01 00:54:00,SITE_76,38515.94711114139,Billed,0.0
TXN_000056,628172046797,Voice,462.86616896182335,2022-01-01 00:55:00,SITE_74,69429.9253442735,Billed,0.0
TXN_000057,628174047262,Data,714.3729356623325,2022-01-01 00:56:00,SITE_14,35718.64678311662,Billed,0.0
TXN_000058,628171564685,Data,736.199456545508,2022-01-01 00:57:00,SITE_73,36809.9728272754,Billed,0.0
TXN_000059,628173879190,Data,139.1372521501308,2022-01-01 00:58:00,SITE_94,6956.86260750654,Billed,0.0
TXN_000060,628176596411,Voice,966.2118468097024,2022-01-01 00:59:00,SITE_69,144931.77702145535,Billed,0.0
TXN_000061,628172007293,Interconnection,821.2109151493346,2022-01-01 01:00:00,SITE_65,41060.54575746673,Billed,0.0
TXN_000062,628175774183,Roaming,205.2789777346277,2022-01-01 01:01:00,SITE_65,30791.846660194155,Billed,0.0
TXN_000063,628174366612,Roaming,186.97887071032417,2022-01-01 01:02:00,SITE_57,28046.830606548625,Billed,0.0
TXN_000064,628179411855,Voice,126.53548443400317,2022-01-01 01:03:00,SITE_62,18980.32266510048,Billed,0.0
TXN_000065,628176267180,Voice,139.24018397937647,2022-01-01 01:04:00,SITE_20,20886.02759690647,Billed,0.0
TXN_000066,628178807313,Voice,748.4136372296675,2022-01-01 01:05:00,SITE_75,112262.04558445013,Billed,0.0
TXN_000067,628173704238,Roaming,470.1846026946719,2022-01-01 01:06:00,SITE_26,70527.6904042008,Billed,0.0
TXN_000068,628173630708,Interconnection,783.1512385671274,2022-01-01 01:07:00,SITE_44,39157.56192835637,Billed,0.0
TXN_000069,628174494679,Data,746.5086394558552,2022-01-01 01:08:00,SITE_67,37325.431972792765,Billed,0.0
TXN_000070,628176517209,Voice,605.0081007917164,2022-01-01 01:09:00,SITE_70,90751.21511875746,Billed,0.0
TXN_000071,628172767640,Data,686.6802399721008,2022-01-01 01:10:00,SITE_62,34334.01199860504,Billed,0.0
TXN_000072,628177723771,Data,19.33736865476265,2022-01-01 01:11:00,SITE_45,966.8684327381324,Billed,0.0
TXN_000073,628172285160,Data,312.46586915821695,2022-01-01 01:12:00,SITE_11,15623.293457910848,Billed,0.0
TXN_000074,628177080526,SMS,638.1843570801508,2022-01-01 01:13:00,SITE_72,31909.21785400754,Billed,0.0
TXN_000075,628176173036,Roaming,10.335608532757956,2022-01-01 01:14:00,SITE_93,1550.3412799136934,Billed,0.0
TXN_000076,628172425472,Voice,33.94396673891082,2022-01-01 01:15:00,SITE_74,5091.595010836622,Billed,0.0
TXN_000077,628171048984,Voice,852.0360944879128,2022-01-01 01:16:00,SITE_34,127805.41417318692,Billed,0.0
TXN_000078,628177556168,Interconnection,684.3408368303797,2022-01-01 01:17:00,SITE_88,34217.041841518985,Billed,0.0
TXN_000079,628172504384,Data,266.1043633872236,2022-01-01 01:18:00,SITE_46,13305.21816936118,Billed,0.0
TXN_000080,628173230919,Voice,688.2748772785903,2022-01-01 01:19:00,SITE_81,103241.23159178856,Billed,0.0
TXN_000081,628177940119,Voice,792.664212470124,2022-01-01 01:20:00,SITE_32,118899.6318705186,Billed,0.0
TXN_000082,628172737095,Voice,307.4874888269912,2022-01-01 01:21:00,SITE_75,46123.12332404868,Billed,0.0
TXN_000083,628175780450,Data,37.001340121688266,2022-01-01 01:22:00,SITE_98,1850.0670060844127,Billed,0.0
TXN_000084,628178469344,Roaming,932.8463455630468,2022-01-01 01:23:00,SITE_88,139926.951834457,Billed,0.0
TXN_000085,628173109818,Data,345.83465845733485,2022-01-01 01:24:00,SITE_5,17291.732922866744,Billed,0.0
TXN_000086,628173231785,Data,107.37528152142168,2022-01-01 01:25:00,SITE_63,5368.764076071084,Billed,0.0
TXN_000087,628174853339,SMS,492.36501452175423,2022-01-01 01:26:00,SITE_29,24618.25072608771,Billed,0.0
TXN_000088,628171996107,Data,768.6993278684697,2022-01-01 01:27:00,SITE_48,38434.966393423485,Billed,0.0
TXN_000089,628178130144,Roaming,222.4256673029416,2022-01-01 01:28:00,SITE_98,33363.85009544124,Billed,0.0
TXN_000090,628175545583,Roaming,270.22056008323,2022-01-01 01:29:00,SITE_16,40533.0840124845,Billed,0.0
TXN_000091,628174747389,Voice,243.4722718117846,2022-01-01 01:30:00,SITE_25,36520.84077176769,Billed,0.0
TXN_000092,628175142807,Roaming,991.6813797788463,2022-01-01 01:31:00,SITE_72,148752.20696682698,Billed,0.0
TXN_000093,628178988004,Data,198.206329996812,2022-01-01 01:32:00,SITE_29,,Unbilled,9910.316499840601
TXN_000094,628177245035,Interconnection,575.9446967491579,2022-01-01 01:33:00,SITE_52,28797.23483745789,Billed,0.0
TXN_000095,628174602279,Data,925.3393770153074,2022-01-01 01:34:00,SITE_46,46266.96885076537,Billed,0.0
TXN_000096,628176515989,Interconnection,147.74967230890147,2022-01-01 01:35:00,SITE_25,7387.483615445073,Billed,0.0
TXN_000097,628173121690,Roaming,970.8833436698324,2022-01-01 01:36:00,SITE_23,145632.50155047487,Billed,0.0
TXN_000098,628171491234,Data,947.529757161229,2022-01-01 01:37:00,SITE_34,47376.487858061446,Billed,0.0
TXN_000099,628176401218,Data,884.6874150712043,2022-01-01 01:38:00,SITE_67,44234.370753560215,Billed,0.0
TXN_000100,628177914550,Interconnection,215.34196480867223,2022-01-01 01:39:00,SITE_94,10767.098240433614,Billed,0.0
TXN_000101,628177167294,Roaming,634.4210009549723,2022-01-01 01:40:00,SITE_34,95163.15014324585,Billed,0.0
TXN_000102,628177906726,Voice,761.130581488279,2022-01-01 01:41:00,SITE_32,114169.58722324183,Billed,0.0
TXN_000103,628176888794,Roaming,986.0419002682332,2022-01-01 01:42:00,SITE_29,147906.28504023497,Billed,0.0
TXN_000104,628178558158,Data,181.24339825928905,2022-01-01 01:43:00,SITE_9,9062.169912964451,Billed,0.0
TXN_000105,628177510425,Voice,766.2598736197772,2022-01-01 01:44:00,SITE_66,114938.98104296658,Billed,0.0
TXN_000106,628179511017,Data,339.46236875718586,2022-01-01 01:45:00,SITE_57,16973.11843785929,Billed,0.0
TXN_000107,628178887739,Data,176.45083910243432,2022-01-01 01:46:00,SITE_39,,Unbilled,8822.541955121716
TXN_000108,628171769598,Roaming,421.9555642726411,2022-01-01 01:47:00,SITE_7,63293.334640896166,Billed,0.0
TXN_000109,628176292895,Data,794.0420762364678,2022-01-01 01:48:00,SITE_69,39702.10381182339,Billed,0.0
TXN_000110,628178971379,Roaming,465.3849539003481,2022-01-01 01:49:00,SITE_8,69807.7430850522,Billed,0.0
TXN_000111,628174331068,Voice,537.9855771028455,2022-01-01 01:50:00,SITE_96,80697.83656542683,Billed,0.0
TXN_000112,628174256415,Data,995.1642507899212,2022-01-01 01:51:00,SITE_18,49758.21253949605,Billed,0.0
TXN_000113,628171874371,Data,399.7101902578686,2022-01-01 01:52:00,SITE_82,19985.50951289343,Billed,0.0
TXN_000114,628176654237,Data,615.7853539545306,2022-01-01 01:53:00,SITE_49,30789.26769772653,Billed,0.0
TXN_000115,628171973548,Voice,365.8789574137565,2022-01-01 01:54:00,SITE_16,54881.84361206347,Billed,0.0
TXN_000116,628174344014,Voice,393.3928606823762,2022-01-01 01:55:00,SITE_21,59008.92910235644,Billed,0.0
TXN_000117,628178064746,Data,695.9451126919627,2022-01-01 01:56:00,SITE_10,34797.255634598136,Billed,0.0
TXN_000118,628177216204,Data,937.9490891187886,2022-01-01 01:57:00,SITE_4,46897.45445593943,Billed,0.0
TXN_000119,628176193542,Data,542.8165915418291,2022-01-01 01:58:00,SITE_44,27140.829577091456,Billed,0.0
TXN_000120,628173959034,Data,768.6315290198311,2022-01-01 01:59:00,SITE_8,38431.57645099155,Billed,0.0
TXN_000121,628175574293,Roaming,90.11735225814684,2022-01-01 02:00:00,SITE_55,13517.602838722029,Billed,0.0
TXN_000122,628177706971,Interconnection,211.94687939449503,2022-01-01 02:01:00,SITE_19,10597.343969724752,Billed,0.0
TXN_000123,628171043585,Data,502.6295092786129,2022-01-01 02:02:00,SITE_64,25131.475463930645,Billed,0.0
TXN_000124,628173539448,Data,20.99171190514601,2022-01-01 02:03:00,SITE_40,1049.5855952573008,Billed,0.0
TXN_000125,628171109556,Voice,253.60212378379623,2022-01-01 02:04:00,SITE_51,38040.31856756943,Billed,0.0
TXN_000126,628172575557,Interconnection,517.8838885351412,2022-01-01 02:05:00,SITE_9,25894.19442675705,Billed,0.0
TXN_000127,628179306461,Voice,15.94623705804441,2022-01-01 02:06:00,SITE_30,2391.9355587066616,Billed,0.0
TXN_000128,628173009021,Data,265.2817399398157,2022-01-01 02:07:00,SITE_56,13264.086996990784,Billed,0.0
TXN_000129,628172201482,Data,514.5167886563936,2022-01-01 02:08:00,SITE_81,25725.83943281968,Billed,0.0
TXN_000130,628171542335,Data,573.5760987332644,2022-01-01 02:09:00,SITE_44,28678.804936663226,Billed,0.0
TXN_000131,628175270070,Voice,925.8259413622502,2022-01-01 02:10:00,SITE_59,138873.89120433753,Billed,0.0
TXN_000132,628177700379,Roaming,645.7002776273572,2022-01-01 02:11:00,SITE_15,96855.04164410358,Billed,0.0
TXN_000133,628174560920,Voice,415.3210667274637,2022-01-01 02:12:00,SITE_68,62298.160009119565,Billed,0.0
TXN_000134,628177860006,SMS,930.4208259559348,2022-01-01 02:13:00,SITE_70,46521.04129779674,Billed,0.0
TXN_000135,628173484413,Voice,785.0981004044065,2022-01-01 02:14:00,SITE_61,117764.71506066098,Billed,0.0
TXN_000136,628173907360,Voice,200.80891219163485,2022-01-01 02:15:00,SITE_80,30121.33682874523,Billed,0.0
TXN_000137,628176895544,Interconnection,131.71151898747095,2022-01-01 02:16:00,SITE_90,6585.575949373548,Billed,0.0
TXN_000138,628176697469,Voice,676.1358241069902,2022-01-01 02:17:00,SITE_23,101420.37361604851,Billed,0.0
TXN_000139,628173235000,Roaming,560.3232824114068,2022-01-01 02:18:00,SITE_77,84048.49236171102,Billed,0.0
TXN_000140,628177908531,Data,789.8839401789629,2022-01-01 02:19:00,SITE_47,39494.19700894815,Billed,0.0
TXN_000141,628175322252,Voice,739.0662450286078,2022-01-01 02:20:00,SITE_17,110859.93675429116,Billed,0.0
TXN_000142,628176822184,Interconnection,625.5863223236576,2022-01-01 02:21:00,SITE_57,31279.31611618288,Billed,0.0
TXN_000143,628171402690,Data,986.3957894572632,2022-01-01 02:22:00,SITE_54,49319.789472863165,Billed,0.0
TXN_000144,628173548421,Roaming,534.0561403802983,2022-01-01 02:23:00,SITE_91,80108.42105704475,Billed,0.0
TXN_000145,628172954109,Voice,113.99265074521811,2022-01-01 02:24:00,SITE_52,17098.89761178272,Billed,0.0
TXN_000146,628175422880,Roaming,828.4452912511723,2022-01-01 02:25:00,SITE_22,124266.79368767585,Billed,0.0
TXN_000147,628178205547,Voice,252.6015089833633,2022-01-01 02:26:00,SITE_83,37890.2263475045,Billed,0.0
TXN_000148,628179323735,Data,777.5248459957744,2022-01-01 02:27:00,SITE_39,38876.24229978872,Billed,0.0
TXN_000149,628177457294,Roaming,957.1499889040514,2022-01-01 02:28:00,SITE_99,143572.4983356077,Billed,0.0
TXN_000150,628172384250,Interconnection,697.098718450377,2022-01-01 02:29:00,SITE_13,34854.935922518845,Billed,0.0
TXN_000151,628171061087,Interconnection,596.4341307888513,2022-01-01 02:30:00,SITE_78,29821.706539442566,Billed,0.0
TXN_000152,628177409907,Roaming,460.9257894993655,2022-01-01 02:31:00,SITE_95,69138.86842490482,Billed,0.0
TXN_000153,628172496176,Roaming,365.0454561294079,2022-01-01 02:32:00,SITE_66,54756.818419411175,Billed,0.0
TXN_000154,628171039353,Voice,353.6517462208644,2022-01-01 02:33:00,SITE_52,53047.76193312967,Billed,0.0
TXN_000155,628177484531,Data,636.736333003881,2022-01-01 02:34:00,SITE_14,31836.81665019405,Billed,0.0
TXN_000156,628174360011,Data,751.5218438208082,2022-01-01 02:35:00,SITE_73,37576.09219104041,Billed,0.0
TXN_000157,628178654909,Data,678.83855241493,2022-01-01 02:36:00,SITE_74,33941.9276207465,Billed,0.0
TXN_000158,628175259622,Data,199.2116910923692,2022-01-01 02:37:00,SITE_63,9960.584554618456,Billed,0.0
TXN_000159,628175959617,Data,494.4931929633477,2022-01-01 02:38:00,SITE_71,24724.659648167388,Billed,0.0
TXN_000160,628176725570,Voice,791.8484321108799,2022-01-01 02:39:00,SITE_28,118777.264816632,Billed,0.0
TXN_000161,628171416880,SMS,476.2283741108672,2022-01-01 02:40:00,SITE_89,23811.41870554336,Billed,0.0
TXN_000162,628178072695,Voice,537.0866564557583,2022-01-01 02:41:00,SITE_46,80562.99846836374,Billed,0.0
TXN_000163,628178433296,Data,771.3649121226513,2022-01-01 02:42:00,SITE_28,38568.245606132565,Billed,0.0
TXN_000164,628175965050,Data,661.6040409588264,2022-01-01 02:43:00,SITE_2,33080.20204794132,Billed,0.0
TXN_000165,628171813168,Roaming,409.9355759615102,2022-01-01 02:44:00,SITE_17,61490.336394226535,Billed,0.0
TXN_000166,628171225281,Roaming,895.5172984830248,2022-01-01 02:45:00,SITE_59,134327.5947724537,Billed,0.0
TXN_000167,628174782875,SMS,163.40450159481512,2022-01-01 02:46:00,SITE_52,8170.225079740756,Billed,0.0
TXN_000168,628173995765,Voice,995.5209321417344,2022-01-01 02:47:00,SITE_4,149328.13982126015,Billed,0.0
TXN_000169,628178734102,Data,119.73372589776096,2022-01-01 02:48:00,SITE_77,5986.686294888048,Billed,0.0
TXN_000170,628176595108,Voice,15.935021133134663,2022-01-01 02:49:00,SITE_82,,Unbilled,2390.2531699701995
TXN_000171,628176674719,Data,890.1288822476159,2022-01-01 02:50:00,SITE_3,44506.4441123808,Billed,0.0
TXN_000172,628179658144,Data,245.7085548575901,2022-01-01 02:51:00,SITE_37,12285.427742879509,Billed,0.0
TXN_000173,628177609280,Voice,729.9699278192742,2022-01-01 02:52:00,SITE_97,109495.48917289112,Billed,0.0
TXN_000174,628176500306,Data,811.2043595571373,2022-01-01 02:53:00,SITE_24,40560.21797785687,Billed,0.0
TXN_000175,628175372093,Interconnection,859.1274046410847,2022-01-01 02:54:00,SITE_72,42956.37023205424,Billed,0.0
TXN_000176,628172561729,Interconnection,991.6026414285026,2022-01-01 02:55:00,SITE_35,49580.13207142513,Billed,0.0
TXN_000177,628176031595,Data,294.74567032995907,2022-01-01 02:56:00,SITE_2,,Unbilled,14737.283516497953
TXN_000178,628176478047,Voice,710.5330985853319,2022-01-01 02:57:00,SITE_33,106579.9647877998,Billed,0.0
TXN_000179,628172119043,Voice,116.2844584225474,2022-01-01 02:58:00,SITE_76,17442.66876338211,Billed,0.0
TXN_000180,628178103230,Data,407.40248206549256,2022-01-01 02:59:00,SITE_86,20370.12410327463,Billed,0.0
TXN_000181,628173558231,Interconnection,848.1237216192778,2022-01-01 03:00:00,SITE_77,42406.18608096389,Billed,0.0
TXN_000182,628177659908,Voice,368.2903880130492,2022-01-01 03:01:00,SITE_10,55243.558201957385,Billed,0.0
TXN_000183,628174080389,Roaming,591.5042851550785,2022-01-01 03:02:00,SITE_81,,Unbilled,88725.64277326177
TXN_000184,628172661909,Voice,504.2696702809095,2022-01-01 03:03:00,SITE_62,75640.45054213642,Billed,0.0
TXN_000185,628173656138,Interconnection,646.305579580933,2022-01-01 03:04:00,SITE_43,32315.27897904665,Billed,0.0
TXN_000186,628171110078,Data,972.9214949983073,2022-01-01 03:05:00,SITE_69,48646.074749915366,Billed,0.0
TXN_000187,628172915631,Roaming,56.67979097490072,2022-01-01 03:06:00,SITE_59,8501.968646235107,Billed,0.0
TXN_000188,628177314127,Data,574.3875559841281,2022-01-01 03:07:00,SITE_9,28719.37779920641,Billed,0.0
TXN_000189,628173008187,SMS,863.1657504710345,2022-01-01 03:08:00,SITE_77,43158.28752355172,Billed,0.0
TXN_000190,628172659066,Voice,481.9013290366791,2022-01-01 03:09:00,SITE_60,72285.19935550187,Billed,0.0
TXN_000191,628173148815,Voice,79.44865875563124,2022-01-01 03:10:00,SITE_63,11917.298813344689,Billed,0.0
TXN_000192,628178355740,Interconnection,560.9788130643541,2022-01-01 03:11:00,SITE_52,28048.940653217705,Billed,0.0
TXN_000193,628175506259,Interconnection,332.74181693299664,2022-01-01 03:12:00,SITE_23,16637.090846649833,Billed,0.0
TXN_000194,628178473915,Roaming,155.78684355259796,2022-01-01 03:13:00,SITE_30,23368.026532889693,Billed,0.0
TXN_000195,628178658426,SMS,849.1854787701895,2022-01-01 03:14:00,SITE_43,42459.27393850948,Billed,0.0
TXN_000196,628177404003,Roaming,522.0779134781305,2022-01-01 03:15:00,SITE_68,78311.68702171958,Billed,0.0
TXN_000197,628175135314,Voice,933.3431359666876,2022-01-01 03:16:00,SITE_21,140001.47039500313,Billed,0.0
TXN_000198,628171910681,Data,806.210488098466,2022-01-01 03:17:00,SITE_43,,Unbilled,40310.5244049233
TXN_000199,628172607618,Data,693.2788219798937,2022-01-01 03:18:00,SITE_73,34663.941098994685,Billed,0.0
TXN_000200,628174896830,SMS,6.020477861946622,2022-01-01 03:19:00,SITE_7,301.0238930973311,Billed,0.0
TXN_000201,628175336787,Data,428.3956331816117,2022-01-01 03:20:00,SITE_16,21419.781659080585,Billed,0.0
TXN_000202,628173755423,Voice,198.28879537038023,2022-01-01 03:21:00,SITE_23,29743.31930555704,Billed,0.0
TXN_000203,628171071295,Data,910.8871131378188,2022-01-01 03:22:00,SITE_58,45544.35565689095,Billed,0.0
TXN_000204,628178613287,Roaming,175.4094006916839,2022-01-01 03:23:00,SITE_87,26311.410103752587,Billed,0.0
TXN_000205,628174445376,Data,286.7739916076262,2022-01-01 03:24:00,SITE_31,14338.699580381312,Billed,0.0
TXN_000206,628176251035,Voice,517.3199309667647,2022-01-01 03:25:00,SITE_69,77597.9896450147,Billed,0.0
TXN_000207,628174612600,Voice,264.10025537908115,2022-01-01 03:26:00,SITE_6,39615.038306862174,Billed,0.0
TXN_000208,628171825816,Data,210.65481260184205,2022-01-01 03:27:00,SITE_65,10532.740630092105,Billed,0.0
TXN_000209,628179763313,Data,599.5002257776497,2022-01-01 03:28:00,SITE_59,29975.011288882484,Billed,0.0
TXN_000210,628173026793,SMS,89.84059323226883,2022-01-01 03:29:00,SITE_28,4492.029661613442,Billed,0.0
TXN_000211,628171554594,SMS,59.1095909622038,2022-01-01 03:30:00,SITE_18,2955.4795481101896,Billed,0.0
TXN_000212,628179536326,SMS,372.8730498908853,2022-01-01 03:31:00,SITE_88,18643.652494544265,Billed,0.0
TXN_000213,628174504473,Data,720.9437900533544,2022-01-01 03:32:00,SITE_77,36047.18950266772,Billed,0.0
TXN_000214,628178299695,Roaming,555.251951515674,2022-01-01 03:33:00,SITE_97,83287.7927273511,Billed,0.0
TXN_000215,628173204664,Data,423.4535919983121,2022-01-01 03:34:00,SITE_10,21172.6795999156,Billed,0.0
TXN_000216,628175341747,Data,566.1858126603578,2022-01-01 03:35:00,SITE_7,28309.29063301789,Billed,0.0
TXN_000217,628171686976,Roaming,366.0860331686203,2022-01-01 03:36:00,SITE_37,54912.90497529304,Billed,0.0
TXN_000218,628173472189,Voice,936.2101890966808,2022-01-01 03:37:00,SITE_96,140431.52836450213,Billed,0.0
TXN_000219,628179506404,Voice,55.84998601986356,2022-01-01 03:38:00,SITE_45,8377.497902979534,Billed,0.0
TXN_000220,628172241082,Roaming,673.7180875508054,2022-01-01 03:39:00,SITE_86,101057.71313262082,Billed,0.0
TXN_000221,628176184502,Data,891.3913821629228,2022-01-01 03:40:00,SITE_16,44569.56910814614,Billed,0.0
TXN_000222,628177561000,SMS,804.0808240265181,2022-01-01 03:41:00,SITE_88,40204.04120132591,Billed,0.0
TXN_000223,628177671458,Voice,184.85699378662528,2022-01-01 03:42:00,SITE_14,27728.5490679938,Billed,0.0
TXN_000224,628175892306,SMS,296.6304226313081,2022-01-01 03:43:00,SITE_11,14831.521131565403,Billed,0.0
TXN_000225,628174674515,Data,717.3308907683976,2022-01-01 03:44:00,SITE_83,35866.54453841988,Billed,0.0
TXN_000226,628172579159,Voice,85.18628862158477,2022-01-01 03:45:00,SITE_87,12777.943293237717,Billed,0.0
TXN_000227,628175515488,SMS,812.0498381327515,2022-01-01 03:46:00,SITE_34,40602.49190663757,Billed,0.0
TXN_000228,628177041495,Data,719.1880376601855,2022-01-01 03:47:00,SITE_60,35959.401883009275,Billed,0.0
TXN_000229,628179767088,Data,729.8770425861072,2022-01-01 03:48:00,SITE_13,36493.85212930536,Billed,0.0
TXN_000230,628177324167,Voice,101.1411288973238,2022-01-01 03:49:00,SITE_39,15171.16933459857,Billed,0.0
TXN_000231,628171791971,Voice,718.0427842714146,2022-01-01 03:50:00,SITE_44,107706.41764071218,Billed,0.0
TXN_000232,628171501157,Data,680.13830709475,2022-01-01 03:51:00,SITE_28,34006.915354737495,Billed,0.0
TXN_000233,628175378727,Voice,831.0915683310287,2022-01-01 03:52:00,SITE_40,124663.7352496543,Billed,0.0
TXN_000234,628175124499,Interconnection,42.55436030021304,2022-01-01 03:53:00,SITE_16,,Unbilled,2127.718015010652
TXN_000235,628176946594,Voice,24.0875577993244,2022-01-01 03:54:00,SITE_50,3613.13366989866,Billed,0.0
TXN_000236,628176106799,Data,373.63409277868215,2022-01-01 03:55:00,SITE_28,18681.70463893411,Billed,0.0
